Order ID,Order Date,Order Year,Sales person,Clubs,City,Product Category,Brand,Product Name,Quantity,Unit price,Unit cost,Sales,Cost
INV41929,28-Jun-25,2025,Tasneem Rizvi,Defence Raya Golf Club,Lahore,Balls,Titleist,Titleist Velocity,3,"5,280","1,733","15,840","5,198"
INV41930,28-Jun-25,2025,Gulraiz Ansari,Margalla Greens Golf Club,Islamabad,Irons,Titleist,T150 Black,2,"62,260","22,838","124,520","45,677"
INV41931,28-Jun-25,2025,Laiba Khan,Defence Raya Golf Club,Lahore,Balls,Tigerline Golf,Tigerline TOUR MAX DT,1,"7,380","3,557","7,380","3,557"
INV41932,28-Jun-25,2025,Ali Khan,Multan Golf Club,Multan,Bags,Dunlop,XXIO Lightweight Caddy Bag,1,"97,760","45,011","97,760","45,011"
INV41933,28-Jun-25,2025,Mohammad Aslam,Margalla Greens Golf Club,Islamabad,Bags,Dunlop,XXIO Lightweight Caddy Bag,1,"100,090","45,011","100,090","45,011"
INV41934,28-Jun-25,2025,Omais Farooqi,Airmen Golf Club,Karachi,Bags,Callaway,Elyte Fairway C Stand Bag,2,"94,590","41,198","189,180","82,396"
INV41935,28-Jun-25,2025,Chaudhry Kamil,Islamabad Golf Club,Islamabad,Bags,Wilson,Talus Stand Bag,1,"64,410","23,936","64,410","23,936"
INV41936,28-Jun-25,2025,Kamran Ali,Rumanza Golf & Country Club,Multan,Irons,Callaway,Elyte X Irons,1,"105,960","48,006","105,960","48,006"
INV41937,28-Jun-25,2025,Javeria Abbasi,Karachi Golf Club,Karachi,Irons,Tigerline Golf,Tigerline CBX Cavity Back,2,"104,460","46,168","208,920","92,337"
INV41938,28-Jun-25,2025,Javeria Abbasi,Lahore Garrison Golf Club,Lahore,Balls,Tigerline Golf,Tigerline TOUR MAX DT,2,"7,500","3,557","15,000","7,115"
INV41939,29-Jun-25,2025,Imran Khan,Islamabad Golf Club,Islamabad,Irons,Wilson,DYNAPWR Steel Irons,1,"37,130","18,235","37,130","18,235"
INV41940,29-Jun-25,2025,Dania Ahmed,Arabian Sea Country Club,Karachi,Balls,Titleist,Titleist Velocity,4,"5,250","1,733","21,000","6,931"
INV41941,29-Jun-25,2025,Mohammad Aslam,Rawalpindi Golf Club,Islamabad,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"101,720","46,168","101,720","46,168"
INV41942,29-Jun-25,2025,Ali Khan,Defence Raya Golf Club,Lahore,Bags,Tigerline Golf,Precision X Staff Cart Bag,2,"78,260","27,088","156,520","54,175"
INV41943,29-Jun-25,2025,Shahbaz Khan,Margalla Greens Golf Club,Islamabad,Irons,Wilson,DYNAPWR Steel Irons,1,"41,320","18,235","41,320","18,235"
INV41944,29-Jun-25,2025,Qasim Jafri,DHA Golf Club,Karachi,Balls,Dunlop,Triad Golf Balls,1,"4,520","1,476","4,520","1,476"
INV41945,29-Jun-25,2025,Ali Khan,Lahore Garrison Golf Club,Lahore,Balls,Tigerline Golf,Tigerline TOUR MAX DT,5,"7,280","3,557","36,400","17,787"
INV41946,29-Jun-25,2025,Rabia Butt,Margalla Greens Golf Club,Islamabad,Bags,Dunlop,XXIO Lightweight Caddy Bag,1,"98,900","45,011","98,900","45,011"
INV41947,29-Jun-25,2025,Fatima Raza,Karachi Golf Club,Karachi,Bags,Dunlop,XXIO Lightweight Caddy Bag,1,"93,130","45,011","93,130","45,011"
INV41948,29-Jun-25,2025,Chaudhry Kamil,Lahore Gymkhana Golf Club,Lahore,Balls,Tigerline Golf,Tigerline TOUR MAX DT,4,"7,510","3,557","30,040","14,230"
INV41949,29-Jun-25,2025,Qasim Jafri,Defence Raya Golf Club,Lahore,Balls,Titleist,Titleist Velocity,1,"5,470","1,733","5,470","1,733"
INV41950,29-Jun-25,2025,Ali Khan,Gujranwala Golf & Country Club,Gujranwala,Balls,Titleist,Titleist Velocity,4,"5,280","1,733","21,120","6,931"
INV41951,29-Jun-25,2025,Fatima Raza,Rawalpindi Golf Club,Islamabad,Bags,Wilson,Talus Stand Bag,1,"66,510","23,936","66,510","23,936"
INV41952,29-Jun-25,2025,Ehsan Malik,Rumanza Golf & Country Club,Multan,Irons,Callaway,Elyte X Irons,3,"96,470","48,006","289,410","144,018"
INV41953,29-Jun-25,2025,Tasneem Rizvi,Gujranwala Golf & Country Club,Gujranwala,Irons,Callaway,Elyte X Irons,3,"102,860","48,006","308,580","144,018"
INV41954,29-Jun-25,2025,Fatima Raza,Airmen Golf Club,Karachi,Bags,Callaway,Elyte Fairway C Stand Bag,1,"92,410","41,198","92,410","41,198"
INV41955,30-Jun-25,2025,Mohammad Aslam,Margalla Greens Golf Club,Islamabad,Irons,Tigerline Golf,Tigerline CBX Cavity Back,2,"90,580","46,168","181,160","92,337"
INV41956,30-Jun-25,2025,Gulraiz Ansari,Gujranwala Golf & Country Club,Gujranwala,Irons,Callaway,Elyte X Irons,1,"101,180","48,006","101,180","48,006"
INV41957,30-Jun-25,2025,Hina Sheikh,DHA Golf Club,Karachi,Irons,Callaway,Elyte X Irons,2,"96,840","48,006","193,680","96,012"
INV41958,30-Jun-25,2025,Shahbaz Khan,DHA Golf Club,Karachi,Irons,Titleist,T150 Black,2,"58,750","22,838","117,500","45,677"
INV41959,30-Jun-25,2025,Omais Farooqi,Rawalpindi Golf Club,Islamabad,Bags,Callaway,Elyte Fairway C Stand Bag,1,"88,430","41,198","88,430","41,198"
INV41960,30-Jun-25,2025,Perveen Akhtar,Margalla Greens Golf Club,Islamabad,Bags,Callaway,Elyte Fairway C Stand Bag,2,"95,480","41,198","190,960","82,396"
INV41961,30-Jun-25,2025,Shahbaz Khan,Lahore Garrison Golf Club,Lahore,Balls,Titleist,Titleist Velocity,4,"5,320","1,733","21,280","6,931"
INV41962,30-Jun-25,2025,Kamran Ali,Multan Golf Club,Multan,Balls,Dunlop,Triad Golf Balls,2,"4,680","1,476","9,360","2,952"
INV41963,30-Jun-25,2025,Bisma Siddiqui,Rumanza Golf & Country Club,Multan,Balls,Dunlop,Triad Golf Balls,4,"4,280","1,476","17,120","5,904"
INV41964,01-Jul-25,2025,Nadia Hussain,Karachi Golf Club,Karachi,Irons,Callaway,Elyte X Irons,3,"101,420","48,006","304,260","144,018"
INV41965,01-Jul-25,2025,Kamran Ali,Margalla Greens Golf Club,Islamabad,Bags,Dunlop,XXIO Lightweight Caddy Bag,1,"96,470","45,011","96,470","45,011"
INV41966,01-Jul-25,2025,Bisma Siddiqui,Margalla Greens Golf Club,Islamabad,Bags,Tigerline Golf,Precision X Staff Cart Bag,2,"76,500","27,088","153,000","54,175"
INV41967,01-Jul-25,2025,Kamran Ali,Multan Golf Club,Multan,Irons,Callaway,Elyte X Irons,2,"103,750","48,006","207,500","96,012"
INV41968,01-Jul-25,2025,Ehsan Malik,SRC Golf Club,Hyderabad,Irons,Wilson,DYNAPWR Steel Irons,1,"39,380","18,235","39,380","18,235"
INV41969,01-Jul-25,2025,Imran Khan,Rumanza Golf & Country Club,Multan,Balls,Tigerline Golf,Tigerline TOUR MAX DT,2,"7,320","3,557","14,640","7,115"
INV41970,01-Jul-25,2025,Shahbaz Khan,Rawalpindi Golf Club,Islamabad,Bags,Callaway,Elyte Fairway C Stand Bag,2,"90,150","41,198","180,300","82,396"
INV41971,01-Jul-25,2025,Kamran Ali,Airmen Golf Club,Karachi,Balls,Tigerline Golf,Tigerline TOUR MAX DT,3,"7,260","3,557","21,780","10,672"
INV41972,01-Jul-25,2025,Dania Ahmed,Airmen Golf Club,Karachi,Irons,Wilson,DYNAPWR Steel Irons,2,"37,300","18,235","74,600","36,470"
INV41973,01-Jul-25,2025,Javeria Abbasi,Karachi Golf Club,Karachi,Irons,Callaway,Elyte X Irons,1,"99,540","48,006","99,540","48,006"
INV41974,01-Jul-25,2025,Laiba Khan,Rawalpindi Golf Club,Islamabad,Balls,Tigerline Golf,Tigerline TOUR MAX DT,5,"7,570","3,557","37,850","17,787"
INV41975,01-Jul-25,2025,Mohammad Aslam,Margalla Greens Golf Club,Islamabad,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"97,280","46,168","97,280","46,168"
INV41976,01-Jul-25,2025,Dania Ahmed,Rumanza Golf & Country Club,Multan,Balls,Tigerline Golf,Tigerline TOUR MAX DT,1,"7,270","3,557","7,270","3,557"
INV41977,01-Jul-25,2025,Kamran Ali,Islamabad Golf Club,Islamabad,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"99,010","46,168","99,010","46,168"
INV41978,01-Jul-25,2025,Rabia Butt,Multan Golf Club,Multan,Balls,Tigerline Golf,Tigerline TOUR MAX DT,4,"7,510","3,557","30,040","14,230"
INV41979,01-Jul-25,2025,Dania Ahmed,DHA Golf Club,Karachi,Balls,Dunlop,Triad Golf Balls,1,"4,260","1,476","4,260","1,476"
INV41980,01-Jul-25,2025,Bisma Siddiqui,Gujranwala Golf & Country Club,Gujranwala,Irons,Tigerline Golf,Tigerline CBX Cavity Back,2,"90,330","46,168","180,660","92,337"
INV41981,01-Jul-25,2025,Fatima Raza,DHA Golf Club,Karachi,Balls,Callaway,Chrome Tour,4,"4,560","1,625","18,240","6,498"
INV41982,01-Jul-25,2025,Rabia Butt,Islamabad Golf Club,Islamabad,Bags,Wilson,Talus Stand Bag,1,"70,100","23,936","70,100","23,936"
INV41983,01-Jul-25,2025,Dania Ahmed,Arabian Sea Country Club,Karachi,Bags,Callaway,Elyte Fairway C Stand Bag,1,"87,390","41,198","87,390","41,198"
INV41984,01-Jul-25,2025,Nadia Hussain,Gujranwala Golf & Country Club,Gujranwala,Balls,Dunlop,Triad Golf Balls,2,"4,580","1,476","9,160","2,952"
INV41985,01-Jul-25,2025,Omais Farooqi,Defence Raya Golf Club,Lahore,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"94,330","46,168","94,330","46,168"
INV41986,02-Jul-25,2025,Kamran Ali,Defence Raya Golf Club,Lahore,Balls,Tigerline Golf,Tigerline TOUR MAX DT,2,"7,440","3,557","14,880","7,115"
INV41987,02-Jul-25,2025,Javeria Abbasi,Defence Raya Golf Club,Lahore,Irons,Wilson,DYNAPWR Steel Irons,2,"40,510","18,235","81,020","36,470"
INV41988,02-Jul-25,2025,Laiba Khan,DHA Golf Club,Karachi,Irons,Callaway,Elyte X Irons,3,"92,590","48,006","277,770","144,018"
INV41989,02-Jul-25,2025,Omais Farooqi,Lahore Garrison Golf Club,Lahore,Irons,Callaway,Elyte X Irons,2,"103,540","48,006","207,080","96,012"
INV41990,02-Jul-25,2025,Javeria Abbasi,Arabian Sea Country Club,Karachi,Balls,Callaway,Chrome Tour,1,"4,440","1,625","4,440","1,625"
INV41991,02-Jul-25,2025,Ehsan Malik,Defence Raya Golf Club,Lahore,Balls,Callaway,Chrome Tour,2,"4,240","1,625","8,480","3,249"
INV41992,02-Jul-25,2025,Shahbaz Khan,Airmen Golf Club,Karachi,Bags,Dunlop,XXIO Lightweight Caddy Bag,2,"92,050","45,011","184,100","90,023"
INV41993,02-Jul-25,2025,Qasim Jafri,Rawalpindi Golf Club,Islamabad,Irons,Titleist,T150 Black,1,"61,780","22,838","61,780","22,838"
INV41994,02-Jul-25,2025,Gulraiz Ansari,Defence Raya Golf Club,Lahore,Balls,Titleist,Titleist Velocity,1,"4,760","1,733","4,760","1,733"
INV41995,02-Jul-25,2025,Ali Khan,Margalla Greens Golf Club,Islamabad,Bags,Wilson,Talus Stand Bag,1,"66,890","23,936","66,890","23,936"
INV41996,02-Jul-25,2025,Kamran Ali,Rumanza Golf & Country Club,Multan,Irons,Wilson,DYNAPWR Steel Irons,2,"42,580","18,235","85,160","36,470"
INV41997,03-Jul-25,2025,Qasim Jafri,Margalla Greens Golf Club,Islamabad,Bags,Tigerline Golf,Precision X Staff Cart Bag,2,"85,680","27,088","171,360","54,175"
INV41998,03-Jul-25,2025,Omais Farooqi,Karachi Golf Club,Karachi,Bags,Dunlop,XXIO Lightweight Caddy Bag,2,"96,430","45,011","192,860","90,023"
INV41999,03-Jul-25,2025,Chaudhry Kamil,Airmen Golf Club,Karachi,Irons,Titleist,T150 Black,1,"59,550","22,838","59,550","22,838"
INV42000,03-Jul-25,2025,Gulraiz Ansari,Defence Raya Golf Club,Lahore,Bags,Dunlop,XXIO Lightweight Caddy Bag,2,"92,000","45,011","184,000","90,023"
INV42001,03-Jul-25,2025,Qasim Jafri,DHA Golf Club,Karachi,Balls,Titleist,Titleist Velocity,3,"5,020","1,733","15,060","5,198"
INV42002,03-Jul-25,2025,Omais Farooqi,Multan Golf Club,Multan,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"101,550","46,168","101,550","46,168"
INV42003,03-Jul-25,2025,Fatima Raza,Defence Raya Golf Club,Lahore,Bags,Tigerline Golf,Precision X Staff Cart Bag,2,"80,630","27,088","161,260","54,175"
INV42004,03-Jul-25,2025,Bisma Siddiqui,Arabian Sea Country Club,Karachi,Irons,Wilson,DYNAPWR Steel Irons,1,"37,010","18,235","37,010","18,235"
INV42005,03-Jul-25,2025,Laiba Khan,Defence Raya Golf Club,Lahore,Balls,Tigerline Golf,Tigerline TOUR MAX DT,4,"7,320","3,557","29,280","14,230"
INV42006,04-Jul-25,2025,Nadia Hussain,Gujranwala Golf & Country Club,Gujranwala,Irons,Callaway,Elyte X Irons,3,"91,480","48,006","274,440","144,018"
INV42007,04-Jul-25,2025,Hina Sheikh,Lahore Garrison Golf Club,Lahore,Irons,Wilson,DYNAPWR Steel Irons,1,"42,140","18,235","42,140","18,235"
INV42008,04-Jul-25,2025,Gulraiz Ansari,Arabian Sea Country Club,Karachi,Bags,Dunlop,XXIO Lightweight Caddy Bag,2,"96,440","45,011","192,880","90,023"
INV42009,04-Jul-25,2025,Dania Ahmed,Lahore Gymkhana Golf Club,Lahore,Bags,Wilson,Talus Stand Bag,1,"68,280","23,936","68,280","23,936"
INV42010,04-Jul-25,2025,Bisma Siddiqui,Lahore Garrison Golf Club,Lahore,Bags,Wilson,Talus Stand Bag,1,"63,530","23,936","63,530","23,936"
INV42011,04-Jul-25,2025,Shahbaz Khan,Defence Raya Golf Club,Lahore,Bags,Tigerline Golf,Precision X Staff Cart Bag,1,"79,010","27,088","79,010","27,088"
INV42012,04-Jul-25,2025,Tasneem Rizvi,Islamabad Golf Club,Islamabad,Bags,Callaway,Elyte Fairway C Stand Bag,3,"86,430","41,198","259,290","123,593"
INV42013,04-Jul-25,2025,Rabia Butt,Margalla Greens Golf Club,Islamabad,Balls,Callaway,Chrome Tour,4,"3,720","1,625","14,880","6,498"
INV42014,04-Jul-25,2025,Bisma Siddiqui,DHA Golf Club,Karachi,Balls,Dunlop,Triad Golf Balls,4,"4,190","1,476","16,760","5,904"
INV42015,04-Jul-25,2025,Perveen Akhtar,Gujranwala Golf & Country Club,Gujranwala,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"104,390","46,168","104,390","46,168"
INV42016,04-Jul-25,2025,Javeria Abbasi,SRC Golf Club,Hyderabad,Balls,Callaway,Chrome Tour,5,"4,210","1,625","21,050","8,123"
INV42017,04-Jul-25,2025,Perveen Akhtar,Arabian Sea Country Club,Karachi,Irons,Wilson,DYNAPWR Steel Irons,1,"43,830","18,235","43,830","18,235"
INV42018,04-Jul-25,2025,Bisma Siddiqui,Margalla Greens Golf Club,Islamabad,Bags,Wilson,Talus Stand Bag,1,"69,320","23,936","69,320","23,936"
INV42019,04-Jul-25,2025,Hina Sheikh,Defence Raya Golf Club,Lahore,Bags,Tigerline Golf,Precision X Staff Cart Bag,2,"74,670","27,088","149,340","54,175"
INV42020,05-Jul-25,2025,Kamran Ali,SRC Golf Club,Hyderabad,Balls,Tigerline Golf,Tigerline TOUR MAX DT,3,"7,600","3,557","22,800","10,672"
INV42021,05-Jul-25,2025,Dania Ahmed,Defence Raya Golf Club,Lahore,Bags,Tigerline Golf,Precision X Staff Cart Bag,2,"79,740","27,088","159,480","54,175"
INV42022,05-Jul-25,2025,Dania Ahmed,Islamabad Golf Club,Islamabad,Balls,Titleist,Titleist Velocity,4,"4,640","1,733","18,560","6,931"
INV42023,05-Jul-25,2025,Laiba Khan,Lahore Gymkhana Golf Club,Lahore,Irons,Callaway,Elyte X Irons,2,"105,100","48,006","210,200","96,012"
INV42024,05-Jul-25,2025,Kamran Ali,Margalla Greens Golf Club,Islamabad,Bags,Callaway,Elyte Fairway C Stand Bag,2,"96,950","41,198","193,900","82,396"
INV42025,05-Jul-25,2025,Bisma Siddiqui,Rumanza Golf & Country Club,Multan,Balls,Tigerline Golf,Tigerline TOUR MAX DT,5,"7,440","3,557","37,200","17,787"
INV42026,05-Jul-25,2025,Rabia Butt,Arabian Sea Country Club,Karachi,Bags,Wilson,Talus Stand Bag,1,"65,260","23,936","65,260","23,936"
INV42027,05-Jul-25,2025,Tasneem Rizvi,Airmen Golf Club,Karachi,Bags,Tigerline Golf,Precision X Staff Cart Bag,2,"85,120","27,088","170,240","54,175"
INV42028,05-Jul-25,2025,Rabia Butt,Lahore Gymkhana Golf Club,Lahore,Bags,Tigerline Golf,Precision X Staff Cart Bag,1,"80,980","27,088","80,980","27,088"
INV42029,05-Jul-25,2025,Kamran Ali,Rumanza Golf & Country Club,Multan,Irons,Callaway,Elyte X Irons,1,"101,820","48,006","101,820","48,006"
INV42030,05-Jul-25,2025,Mohammad Aslam,Lahore Garrison Golf Club,Lahore,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"104,210","46,168","104,210","46,168"
INV42031,05-Jul-25,2025,Imran Khan,Lahore Gymkhana Golf Club,Lahore,Bags,Dunlop,XXIO Lightweight Caddy Bag,1,"92,740","45,011","92,740","45,011"
INV42032,06-Jul-25,2025,Laiba Khan,Arabian Sea Country Club,Karachi,Balls,Titleist,Titleist Velocity,2,"4,710","1,733","9,420","3,466"
INV42033,06-Jul-25,2025,Mohammad Aslam,Rumanza Golf & Country Club,Multan,Balls,Titleist,Titleist Velocity,3,"4,620","1,733","13,860","5,198"
INV42034,06-Jul-25,2025,Mohammad Aslam,Islamabad Golf Club,Islamabad,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"92,100","46,168","92,100","46,168"
INV42035,06-Jul-25,2025,Nadia Hussain,Multan Golf Club,Multan,Balls,Callaway,Chrome Tour,4,"4,030","1,625","16,120","6,498"
INV42036,07-Jul-25,2025,Fatima Raza,SRC Golf Club,Hyderabad,Balls,Titleist,Titleist Velocity,2,"5,370","1,733","10,740","3,466"
INV42037,07-Jul-25,2025,Chaudhry Kamil,Arabian Sea Country Club,Karachi,Balls,Callaway,Chrome Tour,3,"4,210","1,625","12,630","4,874"
INV42038,07-Jul-25,2025,Chaudhry Kamil,Margalla Greens Golf Club,Islamabad,Balls,Callaway,Chrome Tour,4,"4,150","1,625","16,600","6,498"
INV42039,07-Jul-25,2025,Chaudhry Kamil,DHA Golf Club,Karachi,Bags,Callaway,Elyte Fairway C Stand Bag,2,"97,440","41,198","194,880","82,396"
INV42040,07-Jul-25,2025,Tasneem Rizvi,Rumanza Golf & Country Club,Multan,Balls,Tigerline Golf,Tigerline TOUR MAX DT,4,"7,610","3,557","30,440","14,230"
INV42041,07-Jul-25,2025,Tasneem Rizvi,Karachi Golf Club,Karachi,Balls,Dunlop,Triad Golf Balls,2,"4,310","1,476","8,620","2,952"
INV42042,07-Jul-25,2025,Javeria Abbasi,Margalla Greens Golf Club,Islamabad,Balls,Tigerline Golf,Tigerline TOUR MAX DT,3,"7,430","3,557","22,290","10,672"
INV42043,07-Jul-25,2025,Shahbaz Khan,Islamabad Golf Club,Islamabad,Balls,Dunlop,Triad Golf Balls,3,"4,290","1,476","12,870","4,428"
INV42044,07-Jul-25,2025,Tasneem Rizvi,Gujranwala Golf & Country Club,Gujranwala,Bags,Wilson,Talus Stand Bag,1,"64,760","23,936","64,760","23,936"
INV42045,07-Jul-25,2025,Dania Ahmed,Defence Raya Golf Club,Lahore,Irons,Callaway,Elyte X Irons,3,"104,210","48,006","312,630","144,018"
INV42046,07-Jul-25,2025,Perveen Akhtar,Karachi Golf Club,Karachi,Irons,Callaway,Elyte X Irons,2,"99,390","48,006","198,780","96,012"
INV42047,07-Jul-25,2025,Shahbaz Khan,Airmen Golf Club,Karachi,Bags,Dunlop,XXIO Lightweight Caddy Bag,1,"101,030","45,011","101,030","45,011"
INV42048,07-Jul-25,2025,Gulraiz Ansari,SRC Golf Club,Hyderabad,Balls,Dunlop,Triad Golf Balls,3,"4,400","1,476","13,200","4,428"
INV42049,07-Jul-25,2025,Ali Khan,Rawalpindi Golf Club,Islamabad,Bags,Callaway,Elyte Fairway C Stand Bag,3,"82,070","41,198","246,210","123,593"
INV42050,07-Jul-25,2025,Dania Ahmed,Airmen Golf Club,Karachi,Balls,Callaway,Chrome Tour,5,"3,970","1,625","19,850","8,123"
INV42051,08-Jul-25,2025,Gulraiz Ansari,Arabian Sea Country Club,Karachi,Balls,Dunlop,Triad Golf Balls,4,"4,570","1,476","18,280","5,904"
INV42052,08-Jul-25,2025,Dania Ahmed,Defence Raya Golf Club,Lahore,Irons,Wilson,DYNAPWR Steel Irons,1,"41,860","18,235","41,860","18,235"
INV42053,08-Jul-25,2025,Tasneem Rizvi,Gujranwala Golf & Country Club,Gujranwala,Balls,Tigerline Golf,Tigerline TOUR MAX DT,4,"7,470","3,557","29,880","14,230"
INV42054,08-Jul-25,2025,Javeria Abbasi,Lahore Gymkhana Golf Club,Lahore,Balls,Callaway,Chrome Tour,1,"3,970","1,625","3,970","1,625"
INV42055,08-Jul-25,2025,Laiba Khan,Karachi Golf Club,Karachi,Irons,Wilson,DYNAPWR Steel Irons,2,"43,200","18,235","86,400","36,470"
INV42056,08-Jul-25,2025,Qasim Jafri,Arabian Sea Country Club,Karachi,Bags,Dunlop,XXIO Lightweight Caddy Bag,1,"94,350","45,011","94,350","45,011"
INV42057,08-Jul-25,2025,Hina Sheikh,Margalla Greens Golf Club,Islamabad,Balls,Titleist,Titleist Velocity,1,"5,280","1,733","5,280","1,733"
INV42058,08-Jul-25,2025,Dania Ahmed,DHA Golf Club,Karachi,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"95,630","46,168","95,630","46,168"
INV42059,08-Jul-25,2025,Fatima Raza,Lahore Gymkhana Golf Club,Lahore,Irons,Callaway,Elyte X Irons,3,"100,080","48,006","300,240","144,018"
INV42060,08-Jul-25,2025,Perveen Akhtar,Karachi Golf Club,Karachi,Balls,Callaway,Chrome Tour,1,"3,840","1,625","3,840","1,625"
INV42061,08-Jul-25,2025,Rabia Butt,Arabian Sea Country Club,Karachi,Balls,Dunlop,Triad Golf Balls,5,"4,150","1,476","20,750","7,380"
INV42062,09-Jul-25,2025,Laiba Khan,Lahore Gymkhana Golf Club,Lahore,Irons,Tigerline Golf,Tigerline CBX Cavity Back,2,"102,660","46,168","205,320","92,337"
INV42063,09-Jul-25,2025,Ehsan Malik,Multan Golf Club,Multan,Balls,Dunlop,Triad Golf Balls,1,"4,600","1,476","4,600","1,476"
INV42064,09-Jul-25,2025,Dania Ahmed,Rumanza Golf & Country Club,Multan,Bags,Wilson,Talus Stand Bag,1,"67,780","23,936","67,780","23,936"
INV42065,09-Jul-25,2025,Omais Farooqi,Karachi Golf Club,Karachi,Balls,Tigerline Golf,Tigerline TOUR MAX DT,3,"7,310","3,557","21,930","10,672"
INV42066,09-Jul-25,2025,Qasim Jafri,Karachi Golf Club,Karachi,Bags,Wilson,Talus Stand Bag,1,"64,390","23,936","64,390","23,936"
INV42067,09-Jul-25,2025,Laiba Khan,Rawalpindi Golf Club,Islamabad,Bags,Wilson,Talus Stand Bag,1,"66,180","23,936","66,180","23,936"
INV42068,09-Jul-25,2025,Kamran Ali,Multan Golf Club,Multan,Bags,Callaway,Elyte Fairway C Stand Bag,3,"98,760","41,198","296,280","123,593"
INV42069,09-Jul-25,2025,Ehsan Malik,Rumanza Golf & Country Club,Multan,Bags,Callaway,Elyte Fairway C Stand Bag,3,"87,350","41,198","262,050","123,593"
INV42070,09-Jul-25,2025,Gulraiz Ansari,SRC Golf Club,Hyderabad,Balls,Dunlop,Triad Golf Balls,3,"4,680","1,476","14,040","4,428"
INV42071,09-Jul-25,2025,Perveen Akhtar,Airmen Golf Club,Karachi,Irons,Callaway,Elyte X Irons,2,"102,510","48,006","205,020","96,012"
INV42072,10-Jul-25,2025,Qasim Jafri,Gujranwala Golf & Country Club,Gujranwala,Irons,Titleist,T150 Black,2,"60,970","22,838","121,940","45,677"
INV42073,10-Jul-25,2025,Bisma Siddiqui,Gujranwala Golf & Country Club,Gujranwala,Irons,Titleist,T150 Black,2,"64,020","22,838","128,040","45,677"
INV42074,10-Jul-25,2025,Fatima Raza,Defence Raya Golf Club,Lahore,Balls,Dunlop,Triad Golf Balls,1,"4,240","1,476","4,240","1,476"
INV42075,10-Jul-25,2025,Laiba Khan,Margalla Greens Golf Club,Islamabad,Bags,Tigerline Golf,Precision X Staff Cart Bag,2,"76,310","27,088","152,620","54,175"
INV42076,10-Jul-25,2025,Ali Khan,Arabian Sea Country Club,Karachi,Bags,Dunlop,XXIO Lightweight Caddy Bag,2,"98,510","45,011","197,020","90,023"
INV42077,10-Jul-25,2025,Kamran Ali,Gujranwala Golf & Country Club,Gujranwala,Irons,Wilson,DYNAPWR Steel Irons,1,"37,820","18,235","37,820","18,235"
INV42078,10-Jul-25,2025,Kamran Ali,Islamabad Golf Club,Islamabad,Balls,Tigerline Golf,Tigerline TOUR MAX DT,2,"7,490","3,557","14,980","7,115"
INV42079,10-Jul-25,2025,Imran Khan,Rumanza Golf & Country Club,Multan,Irons,Wilson,DYNAPWR Steel Irons,1,"39,530","18,235","39,530","18,235"
INV42080,10-Jul-25,2025,Qasim Jafri,Rawalpindi Golf Club,Islamabad,Irons,Wilson,DYNAPWR Steel Irons,1,"37,250","18,235","37,250","18,235"
INV42081,10-Jul-25,2025,Fatima Raza,Margalla Greens Golf Club,Islamabad,Bags,Dunlop,XXIO Lightweight Caddy Bag,1,"98,430","45,011","98,430","45,011"
INV42082,10-Jul-25,2025,Laiba Khan,Lahore Gymkhana Golf Club,Lahore,Balls,Titleist,Titleist Velocity,3,"4,860","1,733","14,580","5,198"
INV42083,10-Jul-25,2025,Gulraiz Ansari,Lahore Gymkhana Golf Club,Lahore,Irons,Tigerline Golf,Tigerline CBX Cavity Back,1,"98,990","46,168","98,990","46,168"
INV42084,10-Jul-25,2025,Rabia Butt,Rumanza Golf & Country Club,Multan,Irons,Titleist,T150 Black,1,"64,410","22,838","64,410","22,838"
INV42085,10-Jul-25,2025,Chaudhry Kamil,Defence Raya Golf Club,Lahore,Irons,Tigerline Golf,Tigerline CBX Cavity Back,2,"89,880","46,168","179,760","92,337"
INV42086,10-Jul-25,2025,Rabia Butt,Lahore Garrison Golf Club,Lahore,Bags,Dunlop,XXIO Lightweight Caddy Bag,2,"92,590","45,011","185,180","90,023"
INV42087,10-Jul-25,2025,Ehsan Malik,Karachi Golf Club,Karachi,Irons,Callaway,Elyte X Irons,1,"89,660","48,006","89,660","48,006"
INV42088,10-Jul-25,2025,Shahbaz Khan,Islamabad Golf Club,Islamabad,Balls,Titleist,Titleist Velocity,1,"4,690","1,733","4,690","1,733"
INV42089,11-Jul-25,2025,Chaudhry Kamil,Lahore Gymkhana Golf Club,Lahore,Balls,Tigerline Golf,Tigerline TOUR MAX DT,1,"7,330","3,557","7,330","3,557"
INV42090,11-Jul-25,2025,Nadia Hussain,Defence Raya Golf Club,Lahore,Irons,Tigerline Golf,Tigerline CBX Cavity Back,2,"94,420","46,168","188,840","92,337"
INV42091,11-Jul-25,2025,Perveen Akhtar,Rawalpindi Golf Club,Islamabad,Bags,Wilson,Talus Stand Bag,1,"66,250","23,936","66,250","23,936"
